date,tsmom_63,tsmom_126,tsmom_252,ma_cross_50_200,ma_cross_20_100,rsi_rev_14,macd_12_26_9,boll_rev_20_2
2004-03-03,0.0,0.0,0.0,0.0,0.0,0.000421703170066178,-0.0006482357782909998,7.142961401545963e-05
2004-03-04,0.0,0.0,0.0,0.0,0.0,-0.00019185658987244184,-0.0002514527068791361,0.00014919352203459155
2004-03-05,0.0,0.0,0.0,0.0,0.0,0.00029804769155224783,-0.0030855387450826515,0.0003911161408724153
2004-03-08,0.0,0.0,0.0,0.0,0.0,0.00020404920904714544,-0.0007935567356090747,2.015570214166272e-05
2004-03-09,0.0,0.0,0.0,0.0,0.0,-0.0005828685724256176,-0.00035257036746245084,-7.538842308977057e-06
2004-03-10,0.0,0.0,0.0,0.0,0.0,-2.8942509720366767e-05,0.002168859339319285,0.0
2004-03-11,0.0,0.0,0.0,0.0,0.0,-0.00020744223049053888,0.002739919970713221,-0.00015849026243354425
2004-03-12,0.0,0.0,0.0,0.0,0.0,0.000602917197902766,-0.001185075908837953,0.00042914125705016806
2004-03-15,0.0,0.0,0.0,0.0,0.0,4.677875677546506e-06,0.0019309253161701948,-0.0013091754436823707
2004-03-16,0.0,0.0,0.0,0.0,0.0,-0.00011685456213839782,-0.00017990084098094052,0.00039180032977654254
2004-03-17,0.0,0.0,0.0,0.0,0.0,0.00019733438720629369,-0.0012950738729673177,0.0006049570039399905
2004-03-18,0.0,0.0,0.0,0.0,0.0,9.504869327826765e-05,0.0012276225501372062,-9.217800120102447e-05
2004-03-19,0.0,0.0,0.0,0.0,0.0,-0.00011836895448282904,-0.0008742492995115547,1.3487440252159835e-05
2004-03-22,0.0,0.0,0.0,0.0,0.0,-0.00041941431767674445,0.003424115956999063,-0.0001311204551883475
2004-03-23,0.0,0.0,0.0,0.0,0.0,0.0006202535799051107,-0.0006273755270820397,-0.0004047113348632613
2004-03-24,0.0,0.0,0.0,0.0,0.0,-2.7314802299698065e-05,-0.0008354516785521111,2.164699516096477e-06
2004-03-25,0.0,0.0,0.0,0.0,0.0,0.002085403896749739,-0.00254538556871964,-4.7308444271643794e-05
2004-03-26,0.0,0.0,0.0,0.0,0.0,-6.597791684564035e-05,-0.00033060939621475663,-0.0002491848987275418
2004-03-29,0.0,0.0,0.0,0.0,0.0,-0.0005493004700886846,0.00033485103144987764,-0.0006226376088631246
2004-03-30,0.0,0.0,0.0,0.0,0.0,0.000495385069077163,-0.0007119750740944604,-0.00024690294410952213
2004-03-31,0.0003054710479715415,0.0,0.0,0.0,0.0,-0.0005233999979434382,-2.2550692100519198e-05,-0.00028745210874197717
2004-04-01,-0.00020351730476391935,0.0,0.0,0.0,0.0,-0.0004714188866615338,0.0026690895668466355,1.4750424814947205e-06
2004-04-02,-0.0005134392224616643,0.0,0.0,0.0,0.0,-0.0011703764694736744,0.0024756528213541063,0.00022766068923492407
2004-04-05,5.244123806428903e-06,0.0,0.0,0.0,0.0,-0.00040056081159777553,0.0014637651991553952,-0.0003050822600429908
2004-04-06,-0.0016667937474755187,0.0,0.0,0.0,0.0,0.0007748068726003703,-0.0017577027777317211,0.0005735765685793959
2004-04-07,0.00019204243742652834,0.0,0.0,0.0,0.0,-2.968962406169611e-05,-0.0006519044121434941,-7.320005336409013e-05
2004-04-08,0.0006545466269192815,0.0,0.0,0.0,0.0,-9.528119474227685e-05,-0.000882131736222724,-7.376806322761268e-05
2004-04-09,-0.00014571740302240168,0.0,0.0,0.0,0.0,0.0002645185731123939,-0.0002687407709723327,-8.028289256049128e-06
2004-04-12,0.0011054010036564027,0.0,0.0,0.0,0.0,-0.00021239434255949748,0.0001079395817610031,-9.847869967946705e-06
2004-04-13,-0.0009721542706786583,0.0,0.0,0.0,0.0,0.0001710427585563691,-0.0005885549317131759,0.0
2004-04-14,-0.00082306842863526,0.0,0.0,0.0,0.0,0.00042171924783523755,-0.0026032333829636538,0.0
2004-04-15,-0.0015421755502145267,0.0,0.0,0.0,0.0,0.0005444785775123901,-0.0004890921511607945,6.448848260428734e-05
2004-04-16,6.452380321315208e-05,0.0,0.0,0.0,0.0,-8.743486172699528e-05,-0.001444671919485492,2.8498376523911337e-05
2004-04-19,-0.00040423073275790817,0.0,0.0,0.0,0.0,2.84906960480567e-05,2.5652086377771375e-05,-2.2944662720642422e-06
2004-04-20,0.0029774085948254,0.0,0.0,0.0,0.0,-0.0001251930885909516,0.0017087506126704007,0.0
2004-04-21,-0.0019014285024781517,0.0,0.0,0.0,0.0,-0.00013103366426461054,0.0018955432067590285,-2.2122209889085207e-05
2004-04-22,-0.002777586335546517,0.0,0.0,0.0,0.0,0.000465462586791241,0.00047051212006655075,0.00035434066706411003
2004-04-23,0.0010852133684149982,0.0,0.0,0.0,0.0,-5.777903585654013e-05,-0.0004800079623941838,7.653816184920369e-06
2004-04-26,4.733031879263669e-05,0.0,0.0,0.0,0.0,0.00015822680703778754,-0.0011868357663038902,-5.212381512461369e-06
2004-04-27,-0.0010605059992176973,0.0,0.0,0.0,0.0,4.120448919667111e-05,-0.0005530483128374492,0.0
2004-04-28,-0.0009666981142848992,0.0,0.0,0.0,0.0,-0.0004391443527489194,0.0022342537468179606,0.0
2004-04-29,5.308493835817147e-06,0.0,0.0,0.0,0.0,-0.00041225404727045223,0.002363253252268258,-0.00011954139910435716
2004-04-30,-0.000695206876679231,0.0,0.0,0.0,0.0,0.00024153848899827041,0.00014534106028516337,0.00012659161506124584
2004-05-03,0.001133119535489276,0.0,0.0,0.0,0.0,0.00038095649689738815,-0.0009301176436284165,-3.2627138768394424e-05
2004-05-04,-0.0010622951969737804,0.0,0.0,0.0,0.0,0.0001637541606241847,-0.00044704121912381,0.00029961615935829435
2004-05-05,8.932853985889939e-05,0.0,0.0,0.0,0.0,-0.0003141048412693069,-0.000599556941531136,-1.5660177700028296e-05
2004-05-06,0.001353518270723727,0.0,0.0,0.0,0.0,-0.0001925085810034785,0.0017864322411676515,0.00011807994554362313
2004-05-07,0.004968263984606457,0.0,0.0,0.0,0.0,-0.001510447153162729,0.0017176845820398533,-0.0002569506350086196
2004-05-10,0.0034828340920927355,0.0,0.0,0.0,0.0,-0.0019719085652784157,0.005645531150220213,-0.0007014097549725473
2004-05-11,-0.002092952833692392,0.0,0.0,0.0,0.0,0.0007572793876013793,-0.002279002599802689,0.0018159016597482612
2004-05-12,9.959369828152961e-05,0.0,0.0,0.0,0.0,-0.000472621775363426,0.0003730685372859036,0.00029682440510149044
2004-05-13,0.0016771159117786334,0.0,0.0,0.0,0.0,-0.00015185543693047902,0.00157866663021376,0.0003408883263190499
2004-05-14,-0.00014304551616710473,0.0,0.0,0.0,0.0,4.046012019680322e-05,0.0008226670138258835,-0.00027618706804034636
2004-05-17,0.002130373169564396,0.0,0.0,0.0,0.0,-0.001541027806724459,0.0032795547221709837,-0.00020124249550353555
2004-05-18,-0.0023702813252083395,0.0,0.0,0.0,0.0,0.002056417829185984,-0.002483317290524159,0.00047823157076807833
2004-05-19,-0.0035253188487812826,0.0,0.0,0.0,0.0,0.0011182133281944233,-0.0035279934748182426,0.00012288317619011985
2004-05-20,-0.0004952961215535854,0.0,0.0,0.0,6.119172765929819e-05,0.0004719330877288755,0.0006421322935442657,9.973547868364764e-05
2004-05-21,-0.001368152279877042,0.0,0.0,0.0,-0.00025120363381997277,0.0002762766751498273,-0.0012641403730322036,1.2815285617538379e-05
2004-05-24,-0.0009882012472369676,0.0,0.0,0.0,0.00012496893299973505,-0.00011148154208398874,0.00013919518739355808,-1.1558636566931134e-06
2004-05-25,-0.002013758631373678,0.0,0.0,0.0,-0.0010144830549856211,0.0005877322786885214,0.0008748549742362742,-6.442651407496395e-05
2004-05-26,-0.0010078569136392375,0.0,0.0,0.0,-0.00018520659313190117,-1.1255495214042951e-05,0.0015517478557999392,-0.00018077357583826017
2004-05-27,-0.0029963699775376407,0.0,0.0,0.0,-0.0007798846433941657,0.00023875316428812122,0.003049217067901107,-0.00014133345240358944
2004-05-28,0.0010600847333523844,0.0,0.0,0.0,-0.0003766525879942253,-0.00014495261107954466,9.561886632052234e-05,-0.0001413800868839427
2004-05-31,0.0005291033035230072,0.0,0.0,0.0,0.00022469210152525136,-0.00012825238747625302,-0.0002830035589623988,-8.385991520557208e-05
2004-06-01,0.00046989290229832315,0.0,0.0,0.0,0.0004954980022590791,-0.00011109850585666718,-0.0008903097692785556,-7.670826284088159e-05
2004-06-02,-5.6342826112943756e-05,0.0,0.0,0.0,0.00020850380869280951,9.1454796618639e-05,-0.0010821373017165438,-0.0001361335526223923
2004-06-03,0.00046362649731464267,0.0,0.0,0.0,0.0007217033338452995,6.801493076676228e-05,-0.0015180497931368067,-8.651204702658636e-05
2004-06-04,-0.001596772440041125,0.0,0.0,0.0,-0.0003606964143279682,3.7678999071037e-05,0.0011840094036756669,0.00029389036028432575
2004-06-07,-0.0035045469198814786,0.0,0.0,0.0,-0.001309473181785602,-0.0008074231552428235,0.003577987489419947,0.0001487516952645987
2004-06-08,-0.00030055174499298535,0.0,0.0,0.0,0.00018846805819265335,0.00017459852561588305,-0.0001529816045324456,1.254059944596913e-05
2004-06-09,0.0007720175701090283,0.0,0.0,0.0,0.0008969465683405465,0.0006397153827529523,-0.0033822001282405915,-0.00017037686858956732
2004-06-10,-9.620799179706132e-05,0.0,0.0,0.0,2.8305648618759167e-06,-0.0005091091003541019,0.0010019431940423145,-0.00014626061353264225
2004-06-11,-0.00046091393199928246,0.0,0.0,0.0,-0.00018776151817634202,0.0004093549194863863,-0.0011383720781962799,0.00022650737189875927
2004-06-14,0.0006693287403453931,0.0,0.0,0.0,0.0009893277182379484,4.2422846191016286e-05,-0.0033755843006250162,-2.623293756124376e-05
2004-06-15,-0.0030356710426436588,0.0,0.0,0.0,-0.0009489610947786348,-5.8793797538090856e-06,0.0011388482749622444,6.195979950627765e-05
2004-06-16,0.0008894500787209058,0.0,0.0,0.0,4.441041676825474e-05,-7.211376122914044e-05,0.0017818747691769096,-1.7600627699697295e-05
2004-06-17,0.00040505320573567286,0.0,0.0,0.0,0.0009056370963731702,-0.00018202099604077538,-0.0014380163721256858,0.00011291411434932264
2004-06-18,-0.0004155963985100613,0.0,0.0,0.0,-0.0001720573371528189,1.6299582945677804e-05,-0.0006883165492444321,8.238486934715977e-05
2004-06-21,-0.00019906327476118437,0.0,0.0,0.0,-0.00020608946599544713,-0.00017318118815785115,0.0009391988766770547,-5.150482151228396e-06
2004-06-22,0.0012299191717006883,0.0,0.0,0.0,-5.4242741868841844e-05,-1.1803191451896985e-05,-0.0013777329949921156,-0.00010707463904530433
2004-06-23,-0.0005778614542556594,0.0,0.0,0.0,-0.0005938419321752927,0.0004367911164119841,0.0009357302349165658,0.0001976461523115971
2004-06-24,-0.0019175210247471533,0.0,0.0,0.0,-0.0006790558830078033,-1.7866469835366286e-05,0.00032629002115346344,0.00017866748061135706
2004-06-25,-0.0007554624679397468,0.0,0.0,0.0,0.0003592856640462866,0.0003091860849196656,-0.0010865021198756253,0.00011000534687349208
2004-06-28,0.001011477044577865,0.00029084914078119717,0.0,0.0,0.00029240940048122055,5.675162814435434e-05,-0.0011614080532578723,5.889842428125578e-05
2004-06-29,-7.418709178464981e-05,0.00019923297791534785,0.0,0.0,-0.0006489148729582414,-1.3989678778384246e-05,0.0005486157875910974,0.00015788348692304235
2004-06-30,-0.0003329481228494334,-0.001357265394825719,0.0,0.0,-0.0002015615914293077,-0.00019135804777569565,-0.001749365576720394,8.386823052581928e-05
2004-07-01,0.0007662801174847696,0.0007692112002838567,0.0,0.0,-0.00040163140861296817,9.4114377696711e-05,0.0008805352462286502,-7.132924869517367e-05
2004-07-02,0.00018594671824355741,-0.0024617769368455063,0.0,0.0,-0.0002932029475311185,-0.00010423160248848094,0.0010447776075447834,7.824008761387725e-05
2004-07-05,0.000457152816061725,7.024734451395574e-05,0.0,0.0,-0.00017443217585950784,-3.5130864181044796e-05,-0.00046044928028515883,-6.025739052460327e-05
2004-07-06,0.000602499546362499,0.0002882710407350217,0.0,0.0,5.579532523670755e-05,-5.380876490421797e-05,7.72875535648338e-05,-0.0005238750594173692
2004-07-07,-0.0009062819991095458,-0.001519503757180862,0.0,0.0,0.0004800909689859702,-0.0002477546749759751,0.00014689939033137554,-0.0002571204988837973
2004-07-08,0.000590392432711596,0.0007658077903208904,0.0,0.0,0.00021478446381486405,0.00011362898099247046,0.0010615831888144667,7.27612435806978e-05
2004-07-09,-0.0012998425793706557,-0.0007115861424949752,0.0,0.0,0.0001706436178826134,0.00017753789644558158,-0.000642422352578194,2.136745838825598e-05
2004-07-12,-0.000875781768232689,-0.0006428656336918867,0.0,0.0,-0.00048230800695170053,-0.00019139689422897758,0.0008593928001820483,-9.321208492690483e-06
2004-07-13,-0.0008471997623837414,-0.0006514770339796416,0.0,0.0,-0.0006905047843632113,0.0002643099421891475,-0.0014051711822442383,1.008597411681012e-05
2004-07-14,0.0015037164681204866,-0.00043215096381022853,0.0,0.0,-0.00017726544303919202,0.0002124839656617933,0.0014757920690733548,0.00018576783909641877
2004-07-15,0.0011625800943575622,0.00010143719998965389,0.0,0.0,-0.00022280948371758793,-0.0007205572776143775,0.001488392255372784,-6.2619036674786575e-06
2004-07-16,-0.0004453175964239875,-0.0013320539613843275,0.0,0.0,0.000508231047044384,-0.00023681500955161072,0.0010258985428987834,0.0001159002929731896
2004-07-19,-0.0003341247875909406,-0.00016099071171919735,0.0,0.0,-0.0007378480759583806,-0.0004081031482683215,0.00012000171464917325,4.795024101738903e-05
2004-07-20,-0.002262129146543265,-0.001083715316543122,0.0,0.0,-0.0008658931954395483,0.0011445054302975208,-0.0023397475414376106,0.0001353909123898488
2004-07-21,-0.0001320916654991468,0.0015139554002197777,0.0,0.0,-0.00019645746234607932,0.0012926627713515694,-0.0018466604066134042,0.00022049596462528587
2004-07-22,0.0019815033771932657,0.0016451611608843445,0.0,0.0,0.00027469728609326856,-0.0003841110473201812,0.0011227307080121126,-4.5466754587399694e-05
2004-07-23,-0.0012550014769530777,0.0002152498639354392,0.0,0.0,-0.0016388896761083316,-0.00015941329633071925,0.00217270132165192,-0.0001378041816576313
2004-07-26,0.0010523340817991378,0.0014629713268820034,0.0,0.0,0.00023842115805838712,-0.00043938230766263857,0.0003489756355032113,-5.8402686262756834e-05
2004-07-27,-0.0017869566889728871,-0.0003016343172210672,0.0,0.0,-0.0004896535736349067,0.0011097449024118527,-0.00023357846302792293,0.00027162137624714915
2004-07-28,0.0018812238750999149,0.00199696753036247,0.0,0.0,0.00039568220546849255,-0.00045412766098957695,-0.00017901252987533655,-0.00022832289859347493
2004-07-29,-0.0009877283832105137,-0.0011182207260458101,0.0,0.0,-0.00021906851504666552,-0.0002945104354776007,-0.0014501650952291807,-0.00012195359574671219
2004-07-30,-0.0006258241244275157,-0.00036334443075099513,0.0,0.0,-0.0003988591010140179,0.00021303586879206388,-0.0012805910538411355,0.00017054038052958295
2004-08-02,0.0004642330725160474,-0.0006074095523756261,0.0,0.0,-0.00012895566901290715,3.804018083168915e-05,-0.00028343315995255276,-3.2049602449963856e-06
2004-08-03,0.0007057078414976714,-0.0007709218926820502,0.0,0.0,0.0003552069419115515,-2.058414876011477e-05,-0.0010742003003439604,3.9414451992761835e-05
2004-08-04,0.0010396561093336581,0.0003452629990544282,0.0,0.0,0.0007642482083644863,0.0004088617052729863,-0.0008575092997163052,0.0001182324195911346
2004-08-05,-0.00013986938007397968,0.0002769736592997394,0.0,0.0,0.000252366282510147,0.00022143556497360574,0.00010854989005304244,0.00014815603689522457
2004-08-06,0.0017821389923708996,-0.0021411921068910373,0.0,0.0,0.0007652780159527004,0.002062763629702318,-0.00307026643233146,-0.0001608404795159041
2004-08-09,-0.0006408112842201168,0.00039240440029635797,0.0,0.0,-0.00014543523599751154,-7.247510247552503e-05,5.269963162502322e-06,-0.00011844980749725208
2004-08-10,-0.0022570658293627538,-0.0013145445927838526,0.0,0.0,-0.000280455671086625,0.0010800062901367494,-0.0017149398738049437,0.0013924281876217532
2004-08-11,0.000831936544485946,0.0006132993899474886,0.0,0.0,-0.0002578338017095323,-2.2364084462096925e-05,-0.00018121407861109812,-4.592651785875652e-05
2004-08-12,0.00020786187978106887,0.0005269730607266483,0.0,0.0,-0.0004977133798487833,-0.0003933554787590521,0.002197152306525151,-9.758840006954538e-05
2004-08-13,0.0012137997909997102,0.00019003968076682868,0.0,0.0,0.0014459371136564432,-0.0005570989099062033,0.002108534834184299,0.000155085858619079
2004-08-16,-0.0031803157845723042,-0.003406049151996796,0.0,0.0,-0.0007490614655826822,0.000725512309053032,-0.003188809892662489,0.0005513893604587121
2004-08-17,-0.0009164381627007058,-0.001239316232514142,0.0,0.0,-0.0009052686731052653,-0.00020347559927164156,7.692881782604763e-05,2.6300476020509643e-05
2004-08-18,-0.00041158158678960107,0.00011203047725902299,0.0,0.0,-0.0005899996989553307,0.00011606541083975551,-0.0009344249766032722,-2.1543556311126822e-06
2004-08-19,-0.0002515188749092601,-0.0011447273412783852,0.0,0.0,0.00038317731195052,-0.0004877578658088631,-2.75967866030196e-05,5.79571921965303e-05
2004-08-20,7.984795779561365e-06,-0.0002971185849854558,0.0,0.0,-0.0005022798409364817,0.0003534334719277429,0.0006719448711038907,-0.00014450932239570174
2004-08-23,-0.002955567982430121,-0.0010624099374749879,0.0,0.0,-0.0007676982190078571,0.0013816276705076972,-0.000978680080968456,0.00020065979999474697
2004-08-24,-0.0005030839197819757,0.0005720693767215368,0.0,0.0,-0.0016824181576562227,0.0004985724392982456,-0.0008258433591239979,-0.0001664832560147613
2004-08-25,-0.0006248162810532486,-0.0013352997368909184,0.0,0.0,0.00046712198752317996,-2.5763567951775976e-05,0.0006936562417361587,-8.53576994001855e-06
2004-08-26,0.0002581211572228417,-0.0002244460936462353,0.0,0.0,0.00026055339396562446,9.629184309778719e-05,0.00012139970685815128,3.483082249480634e-05
2004-08-27,0.0006580655321598765,-0.0007193966500538889,0.0,0.0,-0.0008024395930390976,-0.0001748914063141854,0.00028934931607369445,0.00023086922183808775
2004-08-30,-0.0006323723333802719,-0.000524549615696699,0.0,0.0,0.00015401911229074753,0.0008975125806863957,-0.0011078860020697617,0.00021524910332285175
2004-08-31,-0.00023414312760591392,-0.0003686321996020602,0.0,0.0,0.001491243602230988,0.0002380765794205504,-0.0014037640561999313,-3.708001174560769e-05
2004-09-01,-0.0002924078620040538,-0.0001504080448494269,0.0,0.0,0.00024515764198463773,-0.0003634732153716697,0.0011689542474651465,8.875131323727072e-06
2004-09-02,-0.00047332537366972296,0.0007056382142901635,0.0,0.0,-0.0007028619043449551,-0.0010210074686347087,0.001489506588490607,4.737972398159182e-05
2004-09-03,0.0002897406665109981,0.0007174641595054886,0.0,0.0,-0.0006127953801308387,0.00028800677560585156,-0.0009816846511112444,-4.2588366385194935e-05
2004-09-06,-0.0002632258344119043,-0.0004159417723123404,0.0,0.0,-1.9304628934155393e-05,-0.0002988265378502472,0.00022652025817765614,-0.00013194061906939537
2004-09-07,0.0007998322769406156,0.0012761805999445472,0.0,0.0,0.0007918372141671674,-0.0010401061347891528,0.0014942688540563987,-0.0001976971636752837
2004-09-08,0.00038408290006327847,-0.0005930262495754688,0.0,0.0,0.0007103934262519337,0.00037810894807281437,-0.0015650298885570508,-2.8505331272264756e-05
2004-09-09,0.0008912989090625365,0.0001346415413858163,0.0,0.0,0.0013434215470157988,0.0001867918684874018,-0.00031356671521303803,2.1576711516005197e-05
2004-09-10,-0.0007923791661315798,-0.0015636177482421223,0.0,0.0,-0.0012239174081991446,-0.000340923172466903,0.00014940430314065665,0.0003308722534068816
2004-09-13,-0.00038921324543288687,-0.0006799685347214093,0.0,0.0,-0.0005445712574692115,-0.00046019298218791027,0.0009877128541242704,-1.4655528627691172e-05
2004-09-14,5.5191983843038905e-05,-0.001078699581970619,0.0,0.0,-0.0002445430098926688,-2.393138368024583e-05,-0.0003899076824699096,-0.00035061420323093714
2004-09-15,-0.0007642426924729901,-4.655021660387672e-05,0.0,0.0,0.0003589647354255233,8.140411945691365e-05,-0.0022886275868632495,-0.0001150133416303742
2004-09-16,0.0006166762944963621,-0.0009223882388679402,0.0,0.0,-0.00036066257009907514,0.00019065572266203885,0.00041251479886721305,-4.545456859129532e-05
2004-09-17,-0.00024446070265992086,0.0012167492107519058,0.0,0.0,0.0001345823533597712,0.00018601502865845757,0.0006626895884378122,0.0001013497884007713
2004-09-20,0.0005144987179447146,-0.001081395252154353,0.0,0.0,-0.00022386961764214497,6.764098288448601e-05,0.0003457452347430446,2.1634193146262865e-05
2004-09-21,0.0012159336724056192,0.0019473100051599528,0.0,0.0,-0.0004611306310335696,-0.0003445316394794525,0.0010969078305085168,-1.2184221459227974e-05
2004-09-22,0.001485738082478028,0.0005603734145520403,0.0,0.0,-0.000913537630420712,0.0005705399870928255,-0.0006779675239034929,7.611889910419807e-05
2004-09-23,0.0008118885192111815,-5.263230172196231e-06,0.0,0.0,-0.0006373581923747621,-4.834689266430695e-05,0.0013841945379252244,-0.00020406874002890397
2004-09-24,-0.0007978873098317655,0.00042363490976090554,0.0,0.0,8.248740642689574e-05,0.00031272236813009957,0.00024443980251252155,-1.3279841004730632e-05
2004-09-27,0.0020565967077230277,0.0004643155425564819,0.0,0.0,-0.00046985520419195136,-0.0003923458263824233,0.00196802150122793,-0.00026783344043975106
2004-09-28,-0.0008577425293437461,-0.0013137481639250526,0.0,0.0,-6.054392307082612e-05,0.00022687560938672064,0.00023119941304392306,-0.00020546651000756555
2004-09-29,-0.0015429739715044505,-0.000728933451895744,0.0,0.0,0.0011905644110433832,-0.0006907875580389302,-0.0011225326382961357,0.000516597528979087
2004-09-30,0.001544694609274357,0.00047310769788358334,0.0,0.0,-0.00016510501934128018,-0.0009056697994983141,0.0018426186895505858,-4.886522579874102e-05
2004-10-01,0.0006890901230814807,-0.0008574067899690401,0.0,0.0,0.0010564410856055678,-0.00035207657333443423,-0.0017839701001206732,-1.9144546510918383e-05
2004-10-04,4.436152798977918e-05,-0.0021604670103287545,0.0,0.0,-4.3077198780633726e-05,0.00032637096452130043,-0.004676703969482797,2.5020995431425437e-05
2004-10-05,0.0025300583791033836,-0.0001864588815870662,0.0,0.0,0.0015073771698148756,-0.0011343952866806496,0.0026373184842747505,-0.0011022182813550901
2004-10-06,4.518542405231975e-05,-0.0006977036951416966,0.0,0.0,1.6124638690915992e-05,-0.00010808090426342225,0.0003054314960758494,2.4735488636135016e-05
2004-10-07,-0.0007765108046593894,-0.0008781618059523213,0.0,-0.001149022800701073,-0.0006771480757860178,-0.00014058354257368767,-0.00030221428220325906,0.0006716813284077174
2004-10-08,-0.00019861270746709156,-0.000127502523077714,0.0,-0.0001185238582528558,-0.0003654146040948801,0.00035336825156906626,-0.0020207494261164937,-5.618475077669825e-05
2004-10-11,-0.0007451677730720865,-0.0003796510724309116,0.0,-0.00041699105636067705,-0.0004267763395152813,-0.0002155527758674177,0.00033612054924973453,-2.26745357159521e-05
2004-10-12,-0.0019412146282739536,-0.0002769890705647706,0.0,4.1043018264595953e-07,-0.0006717664536639408,0.0011304222561559513,-0.0026017618062357186,-3.541711219561486e-05
2004-10-13,-0.0012683582581679215,0.0005834462571391041,0.0,0.0006771452726789278,1.677381772489125e-05,0.0009716168499342,-0.0006736583884238839,8.386422140460684e-05
2004-10-14,-0.0008823925836718276,0.0015196926869589773,0.0,0.0010765505298854262,-0.00032322325607657805,-0.00022125672573747147,0.0004995612312565134,-9.828362822510068e-07
2004-10-15,0.0009601571967838377,0.0014250242530051604,0.0,0.0009018348496499404,0.0003659238251053628,-0.0005059129816334963,-0.0007117409403471165,4.363828158650496e-05
2004-10-18,-0.00039399491546931125,0.00013294987621221746,0.0,0.0009836887594249295,-8.842568678075681e-05,-9.391628314527609e-05,-0.0002677559434059074,-0.0002240359381511863
2004-10-19,-0.00011441315127163207,-0.0009885242885425433,0.0,-0.0005751774681910987,-0.0006852614340585187,-6.996939087115836e-05,-0.0004733359185741431,7.225599798802657e-05
2004-10-20,0.0010836922731633017,0.0024587724885063193,0.0,0.0003748354795449743,0.0004958974688396907,7.785280992495517e-05,0.0010470794575120055,-0.00023473681442174194
