month_end,ticker
2026-06-30,SLB
2026-06-30,SMCI
2026-06-30,SNA
2026-06-30,SNDK
2026-06-30,SNPS
2026-06-30,SO
2026-06-30,SOLV
2026-06-30,SPG
2026-06-30,SPGI
2026-06-30,SRE
2026-06-30,STE
2026-06-30,STLD
2026-06-30,STT
2026-06-30,STX
2026-06-30,STZ
2026-06-30,SW
2026-06-30,SWK
2026-06-30,SWKS
2026-06-30,SYF
2026-06-30,SYK
2026-06-30,SYY
2026-06-30,T
2026-06-30,TAP
2026-06-30,TDG
2026-06-30,TDY
2026-06-30,TECH
2026-06-30,TEL
2026-06-30,TER
2026-06-30,TFC
2026-06-30,TGT
2026-06-30,TJX
2026-06-30,TKO
2026-06-30,TMO
2026-06-30,TMUS
2026-06-30,TPL
2026-06-30,TPR
2026-06-30,TRGP
2026-06-30,TRMB
2026-06-30,TROW
2026-06-30,TRV
2026-06-30,TSCO
2026-06-30,TSLA
2026-06-30,TSN
2026-06-30,TT
2026-06-30,TTD
2026-06-30,TTWO
2026-06-30,TXN
2026-06-30,TXT
2026-06-30,TYL
2026-06-30,UAL
2026-06-30,UBER
2026-06-30,UDR
2026-06-30,UHS
2026-06-30,ULTA
2026-06-30,UNH
2026-06-30,UNP
2026-06-30,UPS
2026-06-30,URI
2026-06-30,USB
2026-06-30,V
2026-06-30,VEEV
2026-06-30,VICI
2026-06-30,VLO
2026-06-30,VLTO
2026-06-30,VMC
2026-06-30,VRSK
2026-06-30,VRSN
2026-06-30,VRT
2026-06-30,VRTX
2026-06-30,VST
2026-06-30,VTR
2026-06-30,VTRS
2026-06-30,VZ
2026-06-30,WAB
2026-06-30,WAT
2026-06-30,WBD
2026-06-30,WDAY
2026-06-30,WDC
2026-06-30,WEC
2026-06-30,WELL
2026-06-30,WFC
2026-06-30,WM
2026-06-30,WMB
2026-06-30,WMT
2026-06-30,WRB
2026-06-30,WSM
2026-06-30,WST
2026-06-30,WTW
2026-06-30,WY
2026-06-30,WYNN
2026-06-30,XEL
2026-06-30,XOM
2026-06-30,XYL
2026-06-30,XYZ
2026-06-30,YUM
2026-06-30,ZBH
2026-06-30,ZBRA
2026-06-30,ZTS
2026-05-31,A
2026-05-31,AAPL
2026-05-31,ABBV
2026-05-31,ABNB
2026-05-31,ABT
2026-05-31,ACGL
2026-05-31,ACN
2026-05-31,ADBE
2026-05-31,ADI
2026-05-31,ADM
2026-05-31,ADP
2026-05-31,ADSK
2026-05-31,AEE
2026-05-31,AEP
2026-05-31,AES
2026-05-31,AFL
2026-05-31,AIG
2026-05-31,AIZ
2026-05-31,AJG
2026-05-31,AKAM
2026-05-31,ALB
2026-05-31,ALGN
2026-05-31,ALL
2026-05-31,ALLE
2026-05-31,AMAT
2026-05-31,AMCR
2026-05-31,AMD
2026-05-31,AME
2026-05-31,AMGN
2026-05-31,AMP
2026-05-31,AMT
2026-05-31,AMZN
2026-05-31,ANET
2026-05-31,AON
2026-05-31,AOS
2026-05-31,APA
2026-05-31,APD
2026-05-31,APH
2026-05-31,APO
2026-05-31,APP
2026-05-31,APTV
2026-05-31,ARE
2026-05-31,ARES
2026-05-31,ATO
2026-05-31,AVB
2026-05-31,AVGO
2026-05-31,AVY
2026-05-31,AWK
2026-05-31,AXON
2026-05-31,AXP
2026-05-31,AZO
2026-05-31,BA
2026-05-31,BAC
2026-05-31,BALL
2026-05-31,BAX
2026-05-31,BBY
2026-05-31,BDX
2026-05-31,BEN
2026-05-31,BF-B
2026-05-31,BG
2026-05-31,BIIB
2026-05-31,BKNG
2026-05-31,BKR
2026-05-31,BLDR
2026-05-31,BLK
2026-05-31,BMY
2026-05-31,BNY
2026-05-31,BR
2026-05-31,BRK-B
2026-05-31,BRO
2026-05-31,BSX
2026-05-31,BX
2026-05-31,BXP
2026-05-31,C
2026-05-31,CAG
2026-05-31,CAH
2026-05-31,CARR
2026-05-31,CASY
2026-05-31,CAT
2026-05-31,CB
2026-05-31,CBOE
2026-05-31,CBRE
2026-05-31,CCI
2026-05-31,CCL
2026-05-31,CDNS
2026-05-31,CDW
2026-05-31,CEG
2026-05-31,CF
2026-05-31,CFG
2026-05-31,CHD
2026-05-31,CHRW
2026-05-31,CHTR
2026-05-31,CI
2026-05-31,CIEN
2026-05-31,CINF
2026-05-31,CL
2026-05-31,CLX
2026-05-31,CMCSA
2026-05-31,CME
2026-05-31,CMG
2026-05-31,CMI
2026-05-31,CMS
2026-05-31,CNC
2026-05-31,CNP
2026-05-31,COF
2026-05-31,COHR
2026-05-31,COIN
2026-05-31,COO
2026-05-31,COP
2026-05-31,COR
2026-05-31,COST
2026-05-31,CPAY
2026-05-31,CPB
2026-05-31,CPRT
2026-05-31,CPT
2026-05-31,CRH
2026-05-31,CRL
2026-05-31,CRM
2026-05-31,CRWD
2026-05-31,CSCO
2026-05-31,CSGP
2026-05-31,CSX
2026-05-31,CTAS
2026-05-31,CTSH
2026-05-31,CTVA
2026-05-31,CVNA
2026-05-31,CVS
2026-05-31,CVX
2026-05-31,D
2026-05-31,DAL
2026-05-31,DASH
2026-05-31,DD
2026-05-31,DDOG
2026-05-31,DE
2026-05-31,DECK
2026-05-31,DELL
2026-05-31,DG
2026-05-31,DGX
2026-05-31,DHI
2026-05-31,DHR
2026-05-31,DIS
2026-05-31,DLR
2026-05-31,DLTR
2026-05-31,DOC
2026-05-31,DOV
2026-05-31,DOW
2026-05-31,DPZ
2026-05-31,DRI
2026-05-31,DTE
2026-05-31,DUK
2026-05-31,DVA
2026-05-31,DVN
2026-05-31,DXCM
2026-05-31,EA
2026-05-31,EBAY
2026-05-31,ECL
2026-05-31,ED
2026-05-31,EFX
2026-05-31,EG
2026-05-31,EIX
2026-05-31,EL
2026-05-31,ELV
2026-05-31,EME
2026-05-31,EMR
2026-05-31,EOG
2026-05-31,EPAM
2026-05-31,EQIX
2026-05-31,EQR
2026-05-31,EQT
2026-05-31,ERIE
2026-05-31,ES
2026-05-31,ESS
2026-05-31,ETN
2026-05-31,ETR
2026-05-31,EVRG
2026-05-31,EW
2026-05-31,EXC
2026-05-31,EXE
2026-05-31,EXPD
2026-05-31,EXPE
2026-05-31,EXR
2026-05-31,F
2026-05-31,FANG
2026-05-31,FAST
2026-05-31,FCX
2026-05-31,FDS
2026-05-31,FDX
2026-05-31,FE
2026-05-31,FFIV
2026-05-31,FICO
2026-05-31,FIS
2026-05-31,FISV
2026-05-31,FITB
2026-05-31,FIX
2026-05-31,FOX
2026-05-31,FOXA
2026-05-31,FRT
2026-05-31,FSLR
2026-05-31,FTNT
2026-05-31,FTV
2026-05-31,GD
2026-05-31,GDDY
2026-05-31,GE
2026-05-31,GEHC
2026-05-31,GEN
2026-05-31,GEV
2026-05-31,GILD
2026-05-31,GIS
2026-05-31,GL
2026-05-31,GLW
2026-05-31,GM
2026-05-31,GNRC
2026-05-31,GOOG
2026-05-31,GOOGL
2026-05-31,GPC
2026-05-31,GPN
2026-05-31,GRMN
2026-05-31,GS
2026-05-31,GWW
2026-05-31,HAL
2026-05-31,HAS
2026-05-31,HBAN
2026-05-31,HCA
2026-05-31,HD
2026-05-31,HIG
2026-05-31,HII
2026-05-31,HLT
2026-05-31,HON
2026-05-31,HOOD
2026-05-31,HPE
2026-05-31,HPQ
2026-05-31,HRL
2026-05-31,HSIC
2026-05-31,HST
2026-05-31,HSY
2026-05-31,HUBB
2026-05-31,HUM
2026-05-31,HWM
2026-05-31,IBKR
2026-05-31,IBM
2026-05-31,ICE
2026-05-31,IDXX
2026-05-31,IEX
2026-05-31,IFF
2026-05-31,INCY
2026-05-31,INTC
2026-05-31,INTU
2026-05-31,INVH
2026-05-31,IP
2026-05-31,IQV
2026-05-31,IR
2026-05-31,IRM
2026-05-31,ISRG
2026-05-31,IT
2026-05-31,ITW
2026-05-31,IVZ
2026-05-31,J
2026-05-31,JBHT
2026-05-31,JBL
2026-05-31,JCI
2026-05-31,JKHY
2026-05-31,JNJ
2026-05-31,JPM
2026-05-31,KDP
2026-05-31,KEY
2026-05-31,KEYS
2026-05-31,KHC
2026-05-31,KIM
2026-05-31,KKR
2026-05-31,KLAC
2026-05-31,KMB
2026-05-31,KMI
2026-05-31,KO
2026-05-31,KR
2026-05-31,KVUE
2026-05-31,L
2026-05-31,LDOS
2026-05-31,LEN
2026-05-31,LH
2026-05-31,LHX
2026-05-31,LII
2026-05-31,LIN
2026-05-31,LITE
2026-05-31,LLY
2026-05-31,LMT
2026-05-31,LNT
2026-05-31,LOW
2026-05-31,LRCX
2026-05-31,LULU
2026-05-31,LUV
2026-05-31,LVS
2026-05-31,LYB
2026-05-31,LYV
2026-05-31,MA
2026-05-31,MAA
2026-05-31,MAR
2026-05-31,MAS
2026-05-31,MCD
2026-05-31,MCHP
2026-05-31,MCK
2026-05-31,MCO
2026-05-31,MDLZ
2026-05-31,MDT
2026-05-31,MET
2026-05-31,META
2026-05-31,MGM
2026-05-31,MKC
2026-05-31,MLM
2026-05-31,MMM
2026-05-31,MNST
2026-05-31,MO
2026-05-31,MOS
2026-05-31,MPC
2026-05-31,MPWR
2026-05-31,MRK
2026-05-31,MRNA
2026-05-31,MRSH
2026-05-31,MS
2026-05-31,MSCI
2026-05-31,MSFT
2026-05-31,MSI
2026-05-31,MTB
2026-05-31,MTD
2026-05-31,MU
2026-05-31,NCLH
2026-05-31,NDAQ
2026-05-31,NDSN
2026-05-31,NEE
2026-05-31,NEM
2026-05-31,NFLX
2026-05-31,NI
2026-05-31,NKE
2026-05-31,NOC
2026-05-31,NOW
2026-05-31,NRG
2026-05-31,NSC
2026-05-31,NTAP
2026-05-31,NTRS
2026-05-31,NUE
2026-05-31,NVDA
2026-05-31,NVR
2026-05-31,NWS
2026-05-31,NWSA
2026-05-31,NXPI
2026-05-31,O
2026-05-31,ODFL
2026-05-31,OKE
2026-05-31,OMC
2026-05-31,ON
2026-05-31,ORCL
2026-05-31,ORLY
2026-05-31,OTIS
2026-05-31,OXY
2026-05-31,PANW
2026-05-31,PAYX
2026-05-31,PCAR
2026-05-31,PCG
2026-05-31,PEG
2026-05-31,PEP
2026-05-31,PFE
2026-05-31,PFG
2026-05-31,PG
2026-05-31,PGR
2026-05-31,PH
2026-05-31,PHM
2026-05-31,PKG
2026-05-31,PLD
2026-05-31,PLTR
2026-05-31,PM
2026-05-31,PNC
2026-05-31,PNR
2026-05-31,PNW
2026-05-31,PODD
2026-05-31,POOL
2026-05-31,PPG
2026-05-31,PPL
2026-05-31,PRU
2026-05-31,PSA
2026-05-31,PSKY
2026-05-31,PSX
2026-05-31,PTC
2026-05-31,PWR
2026-05-31,PYPL
2026-05-31,Q
2026-05-31,QCOM
2026-05-31,RCL
2026-05-31,REG
2026-05-31,REGN
2026-05-31,RF
2026-05-31,RJF
2026-05-31,RL
2026-05-31,RMD
2026-05-31,ROK
2026-05-31,ROL
2026-05-31,ROP
2026-05-31,ROST
2026-05-31,RSG
2026-05-31,RTX
2026-05-31,RVTY
2026-05-31,SATS
2026-05-31,SBAC
2026-05-31,SBUX
2026-05-31,SCHW
2026-05-31,SHW
2026-05-31,SJM
2026-05-31,SLB
2026-05-31,SMCI
2026-05-31,SNA
2026-05-31,SNDK
2026-05-31,SNPS
2026-05-31,SO
2026-05-31,SOLV
2026-05-31,SPG
2026-05-31,SPGI
2026-05-31,SRE
2026-05-31,STE
2026-05-31,STLD
2026-05-31,STT
2026-05-31,STX
2026-05-31,STZ
2026-05-31,SW
2026-05-31,SWK
2026-05-31,SWKS
2026-05-31,SYF
2026-05-31,SYK
2026-05-31,SYY
2026-05-31,T
2026-05-31,TAP
2026-05-31,TDG
2026-05-31,TDY
2026-05-31,TECH
2026-05-31,TEL
2026-05-31,TER
2026-05-31,TFC
2026-05-31,TGT
2026-05-31,TJX
2026-05-31,TKO
2026-05-31,TMO
2026-05-31,TMUS
2026-05-31,TPL
2026-05-31,TPR
2026-05-31,TRGP
2026-05-31,TRMB
2026-05-31,TROW
2026-05-31,TRV
2026-05-31,TSCO
2026-05-31,TSLA
2026-05-31,TSN
2026-05-31,TT
2026-05-31,TTD
2026-05-31,TTWO
2026-05-31,TXN
2026-05-31,TXT
2026-05-31,TYL
2026-05-31,UAL
2026-05-31,UBER
2026-05-31,UDR
2026-05-31,UHS
2026-05-31,ULTA
2026-05-31,UNH
2026-05-31,UNP
2026-05-31,UPS
2026-05-31,URI
2026-05-31,USB
2026-05-31,V
2026-05-31,VEEV
2026-05-31,VICI
2026-05-31,VLO
2026-05-31,VLTO
2026-05-31,VMC
2026-05-31,VRSK
2026-05-31,VRSN
2026-05-31,VRT
2026-05-31,VRTX
2026-05-31,VST
2026-05-31,VTR
2026-05-31,VTRS
2026-05-31,VZ
2026-05-31,WAB
2026-05-31,WAT
2026-05-31,WBD
2026-05-31,WDAY
2026-05-31,WDC
2026-05-31,WEC
2026-05-31,WELL
2026-05-31,WFC
2026-05-31,WM
2026-05-31,WMB
2026-05-31,WMT
2026-05-31,WRB
2026-05-31,WSM
2026-05-31,WST
2026-05-31,WTW
2026-05-31,WY
2026-05-31,WYNN
2026-05-31,XEL
2026-05-31,XOM
2026-05-31,XYL
2026-05-31,XYZ
2026-05-31,YUM
2026-05-31,ZBH
2026-05-31,ZBRA
2026-05-31,ZTS
2026-04-30,A
2026-04-30,AAPL
2026-04-30,ABBV
2026-04-30,ABNB
2026-04-30,ABT
2026-04-30,ACGL
2026-04-30,ACN
2026-04-30,ADBE
2026-04-30,ADI
2026-04-30,ADM
2026-04-30,ADP
2026-04-30,ADSK
2026-04-30,AEE
2026-04-30,AEP
2026-04-30,AES
2026-04-30,AFL
2026-04-30,AIG
2026-04-30,AIZ
2026-04-30,AJG
2026-04-30,AKAM
2026-04-30,ALB
2026-04-30,ALGN
2026-04-30,ALL
2026-04-30,ALLE
2026-04-30,AMAT
2026-04-30,AMCR
2026-04-30,AMD
2026-04-30,AME
2026-04-30,AMGN
2026-04-30,AMP
2026-04-30,AMT
2026-04-30,AMZN
2026-04-30,ANET
2026-04-30,AON
2026-04-30,AOS
2026-04-30,APA
2026-04-30,APD
2026-04-30,APH
2026-04-30,APO
2026-04-30,APP
2026-04-30,APTV
2026-04-30,ARE
2026-04-30,ARES
2026-04-30,ATO
2026-04-30,AVB
2026-04-30,AVGO
2026-04-30,AVY
2026-04-30,AWK
2026-04-30,AXON
2026-04-30,AXP
2026-04-30,AZO
2026-04-30,BA
2026-04-30,BAC
2026-04-30,BALL
2026-04-30,BAX
2026-04-30,BBY
2026-04-30,BDX
2026-04-30,BEN
2026-04-30,BF-B
2026-04-30,BG
2026-04-30,BIIB
2026-04-30,BKNG
2026-04-30,BKR
2026-04-30,BLDR
2026-04-30,BLK
2026-04-30,BMY
2026-04-30,BNY
2026-04-30,BR
2026-04-30,BRK-B
2026-04-30,BRO
2026-04-30,BSX
2026-04-30,BX
2026-04-30,BXP
2026-04-30,C
2026-04-30,CAG
2026-04-30,CAH
2026-04-30,CARR
2026-04-30,CASY
2026-04-30,CAT
2026-04-30,CB
2026-04-30,CBOE
2026-04-30,CBRE
2026-04-30,CCI
2026-04-30,CCL
2026-04-30,CDNS
2026-04-30,CDW
2026-04-30,CEG
2026-04-30,CF
2026-04-30,CFG
2026-04-30,CHD
2026-04-30,CHRW
2026-04-30,CHTR
2026-04-30,CI
2026-04-30,CIEN
2026-04-30,CINF
2026-04-30,CL
2026-04-30,CLX
2026-04-30,CMCSA
2026-04-30,CME
2026-04-30,CMG
2026-04-30,CMI
2026-04-30,CMS
2026-04-30,CNC
2026-04-30,CNP
2026-04-30,COF
2026-04-30,COHR
2026-04-30,COIN
2026-04-30,COO
2026-04-30,COP
2026-04-30,COR
2026-04-30,COST
2026-04-30,CPAY
2026-04-30,CPB
2026-04-30,CPRT
2026-04-30,CPT
2026-04-30,CRH
2026-04-30,CRL
2026-04-30,CRM
2026-04-30,CRWD
2026-04-30,CSCO
2026-04-30,CSGP
2026-04-30,CSX
2026-04-30,CTAS
2026-04-30,CTRA
2026-04-30,CTSH
2026-04-30,CTVA
2026-04-30,CVNA
2026-04-30,CVS
2026-04-30,CVX
2026-04-30,D
2026-04-30,DAL
2026-04-30,DASH
2026-04-30,DD
2026-04-30,DDOG
2026-04-30,DE
2026-04-30,DECK
2026-04-30,DELL
2026-04-30,DG
2026-04-30,DGX
2026-04-30,DHI
2026-04-30,DHR
2026-04-30,DIS
2026-04-30,DLR
2026-04-30,DLTR
2026-04-30,DOC
2026-04-30,DOV
2026-04-30,DOW
2026-04-30,DPZ
2026-04-30,DRI
2026-04-30,DTE
2026-04-30,DUK
2026-04-30,DVA
2026-04-30,DVN
2026-04-30,DXCM
2026-04-30,EA
2026-04-30,EBAY
2026-04-30,ECL
2026-04-30,ED
2026-04-30,EFX
2026-04-30,EG
2026-04-30,EIX
2026-04-30,EL
2026-04-30,ELV
2026-04-30,EME
2026-04-30,EMR
2026-04-30,EOG
2026-04-30,EPAM
2026-04-30,EQIX
2026-04-30,EQR
2026-04-30,EQT
2026-04-30,ERIE
2026-04-30,ES
2026-04-30,ESS
2026-04-30,ETN
2026-04-30,ETR
2026-04-30,EVRG
2026-04-30,EW
2026-04-30,EXC
2026-04-30,EXE
2026-04-30,EXPD
2026-04-30,EXPE
2026-04-30,EXR
2026-04-30,F
2026-04-30,FANG
2026-04-30,FAST
2026-04-30,FCX
2026-04-30,FDS
2026-04-30,FDX
2026-04-30,FE
2026-04-30,FFIV
2026-04-30,FICO
2026-04-30,FIS
2026-04-30,FISV
2026-04-30,FITB
2026-04-30,FIX
2026-04-30,FOX
2026-04-30,FOXA
2026-04-30,FRT
2026-04-30,FSLR
2026-04-30,FTNT
2026-04-30,FTV
2026-04-30,GD
2026-04-30,GDDY
2026-04-30,GE
2026-04-30,GEHC
2026-04-30,GEN
2026-04-30,GEV
2026-04-30,GILD
2026-04-30,GIS
2026-04-30,GL
2026-04-30,GLW
2026-04-30,GM
2026-04-30,GNRC
2026-04-30,GOOG
2026-04-30,GOOGL
2026-04-30,GPC
2026-04-30,GPN
2026-04-30,GRMN
2026-04-30,GS
2026-04-30,GWW
2026-04-30,HAL
2026-04-30,HAS
2026-04-30,HBAN
2026-04-30,HCA
2026-04-30,HD
2026-04-30,HIG
2026-04-30,HII
2026-04-30,HLT
2026-04-30,HON
2026-04-30,HOOD
2026-04-30,HPE
2026-04-30,HPQ
2026-04-30,HRL
2026-04-30,HSIC
2026-04-30,HST
2026-04-30,HSY
2026-04-30,HUBB
2026-04-30,HUM
2026-04-30,HWM
2026-04-30,IBKR
2026-04-30,IBM
2026-04-30,ICE
2026-04-30,IDXX
2026-04-30,IEX
2026-04-30,IFF
2026-04-30,INCY
2026-04-30,INTC
2026-04-30,INTU
2026-04-30,INVH
2026-04-30,IP
2026-04-30,IQV
2026-04-30,IR
2026-04-30,IRM
2026-04-30,ISRG
2026-04-30,IT
2026-04-30,ITW
